"Pair";"Session";"Fribble_nr";"Name_a";"Name_b"
"055056";"post";16;"slurf";"vier verdeelde uitsteeksels"
"057058";"pre";1;"twee legoblokken links";"verticaal vierkant voorkant"
"057058";"pre";2;"puntige piramide bovenop";"driehoek achter kogel"
"057058";"pre";3;"driehoek eronder hangend";"gedraaid uitsteeksel onder"
"057058";"pre";4;"afgeplatte conus bovenop";"is aan zijkant"
"057058";"pre";5;"platliggende rechthoek bovenop";"lang balkje bovenop"
"057058";"pre";6;"rechthoek door bol";"staaf door neus"
"057058";"pre";7;"bezet plateau rechtsboven";"tafeltje omgekeerde piramide"
"057058";"pre";8;"iss achterop boven";"verticaal ruit uitsteeksels"
"057058";"pre";9;"halfronde schijf bovenop";"lepel plat rondje"
"057058";"pre";10;"strandstoel linksboven";"zonnepaneel knuppel achter"
"057058";"pre";11;"rechthoek rechtop bovenop";"bolle neus lepels"
"057058";"pre";12;"trompet linksboven";"horizontaal rondje zijkant"
"057058";"pre";13;"confetti slinger erachter";"drie bolletjes zijkant"
"057058";"pre";14;"bol bovenop";"bol bovenop"
"057058";"pre";15;"vierkant minirokje";"horizontaal snijvlak erdoorheen"
"057058";"pre";16;"legoblok rechts";"handvaten bovenop zijkant"
"057058";"post";1;"twee legoblokken links";"twee lego's vierkant"
"057058";"post";2;"piramide bovenop";"piramide kogel eend"
"057058";"post";3;"draaiing naar driehoek";"gedraaid uitsteeksel onderaan"
"057058";"post";4;"is teken";"afgekapte piramide is"
"057058";"post";5;"platliggend balkje bovenop";"balkje bovenop"
"057058";"post";6;"kannibaal met piercing";"kannibaal inboorling piercing"
"057058";"post";7;"plateau met pootjes";"plank tafel piramide"
"057058";"post";8;"iss bovenop";"spacestation arm onder"
"057058";"post";9;"half rondje achterop";"rondje achter kwart"
"057058";"post";10;"honkbalknuppel met strandstoel";"knuppel strandstoel zonnepaneel"
"057058";"post";11;"kannibaal zonder piercing";"neus kwast rechthoek"
"057058";"post";12;"hartje met toeter";"hartjesvorm toeter rondje"
"057058";"post";13;"op een plateau";"plateau slinger schoteltje"
"057058";"post";14;"armpjes met bol";"bol bovenop staaf"
"057058";"post";15;"glijbaan en snijvlak";"snijvlak glijbaan vierkant"
"057058";"post";16;"regenpijp links";"lego twee handvaten"
"061062";"pre";1;"blokken armpjes vierkant";"vierkant blauw rond"
"061062";"pre";2;"tent trapezium cirkel";"punt hoekig ovaal"
"061062";"pre";3;"taartpunt blok schroef";"beker op driehoek"
"061062";"pre";4;"is tekentje hoedje pinokkio";"twee rechthoeken streepje"
"061062";"pre";5;"rechthoek tuit schep";"complexe voorkant"
"061062";"pre";6;"lantaarnpaal ei heft";"stokje met rondjes"
"061062";"pre";7;"picknickbankje piemeltje trapezium";"rechthoekig frame"
"061062";"pre";8;"pinokkio ploeg linkerarm";"ruiten vierkantjes haak"
"061062";"pre";9;"pinokkio cirkel heft";"hendel schijf"
"061062";"pre";10;"gieter vierkant handvat";"gieter scherm schuin"
"061062";"pre";11;"vulpen liniaal ei";"bak ruit"
"061062";"pre";12;"bleekselderij cirkel spijker";"spijker hendel rond"
"061062";"pre";13;"platform kralen armpjes";"zes rondjes boogje"
"061062";"pre";14;"omarming ei pilaar";"balletje hangende bak"
"061062";"pre";15;"glijbaan hoek platform";"pijp vierkant omringd"
"061062";"pre";16;"negen uur blok";"ovaal veel vierkantjes"
"061062";"post";1;"blokjes piramides spijker";"spijker piramides plaat"
"061062";"post";2;"circustent trapezium koekje";"circus punt kubus"
"061062";"post";3;"trofee";"trofee voetstuk draai pilaar"
"061062";"post";4;"is tekentje keppeltje";"is teken hoedje"
"061062";"post";5;"neus omgedraaid";"driehoek staafje stokje"
"061062";"post";6;"piercing";"stokje door rondje"
"061062";"post";7;"parkbankje";"bankje pootjes bakje"
"061062";"post";8;"ruitje blokken piramides";"ruiten piramides staafje"
"061062";"post";9;"ronde schijf hendeltje";"draaischijf hendel onderstuk"
"061062";"post";10;"gieter zonnepaneeltje";"gieter staafjes scherm"
"061062";"post";11;"vulpen pennenbakje";"pen rondje tijd"
"061062";"post";12;"bleekselderij spijker";"spijker stengel plaatje"
"061062";"post";13;"drie bolletjes";"drie puntjes zijkant"
"061062";"post";14;"knuffelaar ei";"hendels balletje staaf"
"061062";"post";15;"konijntje";"pijp vierkante plaat"
"061062";"post";16;"negen uur blokjes piramide";"twee hendels piramide"
"063064";"pre";1;"paddenstoel bovenop";"links en vierkant"
"063064";"pre";2;"op wielen vlieger";"puntig"
"063064";"pre";3;"trofee gedraaid kubusje";"uitsteeksel onder"
"063064";"pre";4;"varken links gekanteld";"links boven rechts"
"063064";"pre";5;"vleugeltjes lange rechthoek";"compact"
"063064";"pre";6;"doorgestoken ei";"rond rechts"
"063064";"pre";7;"tafel twee stoelpoten";"zwevende poten"
"063064";"pre";8;"pinokkio liggende zandloper";"rechts midden onder"
"063064";"pre";9;"drankje citroen lepel";"links uitstekend"
"063064";"pre";10;"ijzeren pin erdoorheen";"links rechts plat"
"063064";"pre";11;"ei omgekeerde kegel";"twee uitsteeksels boven"
"063064";"pre";12;"ijspegel cirkel";"links hoog uitsteeksel"
"063064";"pre";13;"zwembad met trapje";"symmetrisch"
"063064";"pre";14;"lange balk voorkant";"langwerpige balk"
"063064";"pre";15;"linkerarm zwevend vierkant";"complex"
"063064";"pre";16;"negen uur";"vier uitsteeksels"
"063064";"post";1;"paddestoel groeiende kubussen";"vierkant oplopende kubussen"
"063064";"post";2;"vlieger";"vlieger"
"063064";"post";3;"trofee";"trofee"
"063064";"post";4;"varken";"varken"
"063064";"post";5;"kip watertap";"kip watertap"
"063064";"post";6;"doorgestoken ei lepel";"ei cirkel lepel"
"063064";"post";7;"tafelpoten staartje";"tafel poten cupje"
"063064";"post";8;"groeiende kubussen armen";"vierkant kubussen armen"
"063064";"post";9;"lepel citroen";"citroen lepel balk"
"063064";"post";10;"zwaard";"zwaard"
"063064";"post";11;"ei kegel";"ei omgekeerde kegel"
"063064";"post";12;"ijspegel c";"cirkel c ijspegel"
"063064";"post";13;"symmetrisch";"symmetrisch"
"063064";"post";14;"ei armen balk";"ei balk armen"
"063064";"post";15;"glijbaan schoorsteentjes";"glijbaan schoorstenen"
"063064";"post";16;"negen uur";"negen uur"
"065066";"pre";1;"robot ogen vierkant";"antenne voorvlak uitsteeksels"
"065066";"pre";2;"hoedje neus oor";"punthoedje vierkante blok arm"
"065066";"pre";3;"standaard vierkant driehoek";"voetsteun blokken kopje"
"065066";"pre";4;"onderzeeer boot";"zitten rug uitsteeksels"
"065066";"pre";5;"bootje vinnen staaf";"armen neus hoofddeksel"
"065066";"pre";6;"neus piercing staaf";"wc ontstopper vasthouden"
"065066";"pre";7;"tafel pootjes";"tafel plateautje schaaltje"
"065066";"pre";8;"kraan sateliet";"been omhoog vechtsport"
"065066";"pre";9;"lepel staaf onderkant";"voetsteun uitstekende arm"
"065066";"pre";10;"staaf benen staart";"lichaampje op voorgrond"
"065066";"pre";11;"neus clown";"bowling pion antenne bolletjes neus"
"065066";"pre";12;"plateau draaien";"dienblad antenne uitsteeksel"
"065066";"pre";13;"vierkant oren clown";"ondergrond zwembad lijn zwemmen"
"065066";"pre";14;"hoofd armen neem";"armen gespreid paal"
"065066";"pre";15;"rokje arm";"vierkante buikband"
"065066";"pre";16;"lepel staart armen";"meerdere langwerpige uitsteeksels"
"065066";"post";1;"robot";"robot"
"065066";"post";2;"neus piramide";"punthoedje dikke neus"
"065066";"post";3;"statief beker";"statief vierkantje bovenop"
"065066";"post";4;"duikboot piramide";"onderzeeer autorijden"
"065066";"post";5;"duikboot pinnetje";"onderzeeer neus met staafje"
"065066";"post";6;"neus piercing";"wc ontstopper neuspiercing"
"065066";"post";7;"tafeltje pootjes";"bureautje met pootjes"
"065066";"post";8;"kraantje";"kraantje vechtsporter"
"065066";"post";9;"lepeltje onderkant citroen";"boogschutter lepeltje armpje"
"065066";"post";10;"deegroller staaf";"deegroller"
"065066";"post";11;"lepeltjes neus arm";"ronde neus lepeltjes"
"065066";"post";12;"bankschroef plateau";"bankschroef dienblad"
"065066";"post";13;"clown wokkels";"zwembad wokkels zwembad lijn"
"065066";"post";14;"knuffel armen staaf";"omarm me"
"065066";"post";15;"rokje vierkant";"rokje vierkante buikband"
"065066";"post";16;"mannetje lepeltje";"mannetje met uitstekels"
"067068";"pre";1;"verrekijkers";"torentjes gekarteld zijkant"
"067068";"pre";2;"punthoed";"feestmuts puntneus oor"
"067068";"pre";3;"langwerpig";"lang gedraaide standaard"
"067068";"pre";4;"vogel";"twee balken rechterkant"
"067068";"pre";5;"grote neus";"balk bovenop horizontaal"
"067068";"pre";6;"gootsteenontstopper";"neus balk doorheen"
"067068";"pre";7;"hoge plank";"vierkant bovenin eromheen"
"067068";"pre";8;"grijphaak";"puntneus arm been"
"067068";"pre";9;"pinokkio";"lepel halve schijf"
"067068";"pre";10;"gestrekte armen";"lijkt op gieter"
"067068";"pre";11;"zijkant gezicht";"liniaal penseel bal"
"067068";"pre";12;"dienblad";"pylon uitstekende arm"
"067068";"pre";13;"pippi langkous";"op vierkant varkensneus"
"067068";"pre";14;"basketbal";"bal bovenop liggend"
"067068";"pre";15;"danseres";"vierkant bijna onderin"
"067068";"pre";16;"speldenkussen";"theepot rare handvaten"
"067068";"post";1;"verrekijkers";"verrekijkers antenne vierkant"
"067068";"post";2;"punthoed";"net aanrakend dingetje"
"067068";"post";3;"langwerpig";"lange voorwerp"
"067068";"post";4;"vogel";"vogeltje kuif snavel"
"067068";"post";5;"lego poppetje";"balk bovenop staafje"
"067068";"post";6;"gootsteenontstopper door neus";"ontstopper door neus"
"067068";"post";7;"hoge plaat";"vierkant twee pootjes"
"067068";"post";8;"ruit met grijphaak";"ruit arm been"
"067068";"post";9;"pinokkio";"pinokkio"
"067068";"post";10;"armpjes";"twee ronde stompjes"
"067068";"post";11;"kegel hoofd";"erop balk kegel"
"067068";"post";12;"ober";"pylon en dienblad"
"067068";"post";13;"pippi langkous";"pippi langkous varkensneus"
"067068";"post";14;"basket";"bol armpjes staaf"
"067068";"post";15;"robot danseres";"robot of ballerina"
"067068";"post";16;"speldenkussen";"wc borstels blokkendoos slurfje"
"069070";"pre";1;"paddenstoel bovenop";"twee groeiende vierkanten"
"069070";"pre";2;"driehoek bovenop";"driehoek bovenop"
"069070";"pre";3;"vierkant blok bovenop";"gedraaide verticale balk"
"069070";"pre";4;"platte uitsteeksels rechts";"uitsteeksel als is"
"069070";"pre";5;"balk bovenop";"horizontale balk bovenop"
"069070";"pre";6;"bol met uitsteeksels";"balk door bal"
"069070";"pre";7;"tafel er doorheen";"tafeltje aan zijkant"
"069070";"pre";8;"ruit uitsteeksels bovenop";"onder rechts uitsteeksel"
"069070";"pre";9;"uitstekende cilinder links";"op afrondde balk"
"069070";"pre";10;"uitsteeksels met bol";"metsel schep aan rand"
"069070";"pre";11;"bol voorkant";"pylon streep bovenuit"
"069070";"pre";12;"spijker uitsteeksel links";"pacman met uitsteeksel"
"069070";"pre";13;"ligt op plateau";"twee rijen bolletjes"
"069070";"pre";14;"balk rechtop voor";"balk verticaal voorkant"
"069070";"pre";15;"kleine uitsteeksels boven";"plateau door midden"
"069070";"pre";16;"cactus in pot";"groter wordende vierkanten"
"069070";"post";1;"torentjes en paddenstoel";"twee torentjes paddestoel"
"069070";"post";2;"tent";"piramide en kogel"
"069070";"post";3;"driehoek gedraaide balk";"driehoek gedraaide balk"
"069070";"post";4;"is teken";"is platte driehoek"
"069070";"post";5;"de compacte";"compact balk boven"
"069070";"post";6;"ding door bol";"staaf door bal"
"069070";"post";7;"picknicktafel";"picknicktafel"
"069070";"post";8;"ruit met torentjes";"ruit twee torentjes"
"069070";"post";9;"die lang duurde";"ronde balk onderin"
"069070";"post";10;"ongelijke uitstekende dingen";"twee ongelijke armen"
"069070";"post";11;"twee verschillende uitsteeksels";"twee verschillende boven"
"069070";"post";12;"spijker";"spijker"
"069070";"post";13;"drie bolletjes";"drie balletjes zijkant"
"069070";"post";14;"losstaande balk";"balk ervoor"
"069070";"post";15;"plaat er doorheen";"plaat doorheen"
"069070";"post";16;"plant in pot";"plant in pot"
"071072";"pre";1;"bovenstuk van microscoop";"mixer"
"071072";"pre";2;"hondenkop met feestmuts";"feestmuts en toeter"
"071072";"pre";3;"een potige vogel";"kampioenschap beker"
"071072";"pre";4;"vijf vinnige vis";"hoedje en pijp"
"071072";"pre";5;"hondenkop met kuif";"ober"
"071072";"pre";6;"persoon met neuspiercing";"mok met lepel"
"071072";"pre";7;"tweepotige mok houder";"picknicktafel ervoor"
"071072";"pre";8;"dansend schaap";"niet automatische handboor"
"071072";"pre";9;"urinoir met hendel";"kinder ijsbeker pinguin"
"071072";"pre";10;"korte vlag houder";"glijbaan"
"071072";"pre";11;"beslagkom voor eieren";"twee verfkwasten"
"071072";"pre";12;"houtwerk met spijker";"spijker links"
"071072";"pre";13;"complexe halsketting hanger";"op platform"
"071072";"pre";14;"olifant met bolhoedje";"korf"
"071072";"pre";15;"waterpomp met plateau";"lange neus"
"071072";"pre";16;"olifantenhoofd met blok aanhangsel";"verbaasd poppetje tong"
"071072";"post";1;"mixer met antenne";"mixer"
"071072";"post";2;"hondenkop met feestmuts";"feestmuts en toeter"
"071072";"post";3;"kip";"trofee"
"071072";"post";4;"vijf vinnige vis";"met pijp"
"071072";"post";5;"hondenkop met kuif";"ober"
"071072";"post";6;"man met neuspiercing";"neuspiercing"
"071072";"post";7;"plateau met pootjes";"afdak bovenaan"
"071072";"post";8;"dansend schaap";"dansend schaap"
"071072";"post";9;"mok op kano koekje";"op kano koekje"
"071072";"post";10;"lucifer met mok";"lucifer en plank"
"071072";"post";11;"mok met roer spaantjes";"verfkwast en spaan"
"071072";"post";12;"houtwerk met spijker";"spijker"
"071072";"post";13;"mok met kraaltjes";"op vierkant plateau"
"071072";"post";14;"korf voor balsporten";"korf"
"071072";"post";15;"waterpomp met plateau";"vierkant erdoorheen"
"071072";"post";16;"mok met roer handvaten";"wc borstel en kubusjes"
"075076";"pre";1;"plat vierkant rechterkant";"twee blokken stapels links"
"075076";"pre";2;"piramide bovenop";"grote driehoek boven"
"075076";"pre";3;"kubus rechts bovenop";"wijnglas met blokken"
"075076";"pre";4;"trapezium bovenop midden";"twee plankjes rechts"
"075076";"pre";5;"horizontale balk bovenop";"liggend balkje boven"
"075076";"pre";6;"bol rechts midden";"balkje door ei"
"075076";"pre";7;"horizontale plaat middenin";"in tafeltje"
"075076";"pre";8;"l vorm onderkant";"boogje midden onder"
"075076";"pre";9;"halve cirkel linksboven";"ronde schijf achterkant"
"075076";"pre";10;"weerskanten staaf bolletjes midden";"tegenovergestelde zoutvaatjes zijkant"
"075076";"pre";11;"bowlingkegel links bovenop";"zijkant ei driehoek"
"075076";"pre";12;"rond plateau rechterkant";"rond plateautje zijkant"
"075076";"pre";13;"plat vierkant onderop";"op een vierkant"
"075076";"pre";14;"verticale balk rechts";"ei boven achter"
"075076";"pre";15;"plat vierkant onder midden";"in vierkant"
"075076";"pre";16;"kegel middenin bovenop";"midden boven uitsteeksel"
"075076";"post";1;"paddestoel bovenop";"paddestoel bovenop"
"075076";"post";2;"piramide bovenop";"driehoek bovenop"
"075076";"post";3;"wijnbeker";"wijnglas"
"075076";"post";4;"kip";"kip"
"075076";"post";5;"compact";"compact"
"075076";"post";6;"ei staaf erdoorheen";"balk door ei"
"075076";"post";7;"tafel twee pootjes";"in tafeltje"
"075076";"post";8;"boek twee trappetjes";"boek met blokken stapels"
"075076";"post";9;"halve cirkel bovenop";"cirkel achter"
"075076";"post";10;"twee zoutvaatjes weerskanten";"zoutvaatjes"
"075076";"post";11;"ei penseel linksboven";"ei rechts"
"075076";"post";12;"rond plateau rechts";"plateautje rechts"
"075076";"post";13;"spiraaltjes weerskanten";"spiralen zijkant"
"075076";"post";14;"verticale balk";"ei bovenop"
"075076";"post";15;"l vorm links";"l links"
"075076";"post";16;"trapje twee kegels";"trappetje rechts"
"077078";"pre";1;"kubusjes vierkant zijkanten";"geplakt aan muur"
"077078";"pre";2;"driehoek bovenop";"scherpe punt boven"
"077078";"pre";3;"driehoekig pootje eronder";"robot draaiend omhoog"
"077078";"pre";4;"twee rechthoeken rechts";"deur van onderzeeer"
"077078";"pre";5;"oorbellen en hanenkam";"balkje bovenop"
"077078";"pre";6;"plukje haar neuspiercing";"staartje en neuspiercing"
"077078";"pre";7;"plank erdoor bovenin";"bank met cakevorm"
"077078";"pre";8;"drie uitstulpsels rechtsonder";"doorboord boek achter"
"077078";"pre";9;"pannetje deksel lepel";"cirkel achter beker"
"077078";"pre";10;"gieter met klepje";"informatiebordje achter kopje"
"077078";"pre";11;"ongelijke oren bovenop";"twee lepels"
"077078";"pre";12;"spijker pacman zijtafel";"spijker driekwart cilinder"
"077078";"pre";13;"plank eronder";"pippi langkous staartjes"
"077078";"pre";14;"bol bovenop";"basket met bal"
"077078";"pre";15;"plank erdoor onderin";"in een platform"
"077078";"pre";16;"kubusjes rechter zijkant";"stapel dozen rechts"
"077078";"post";1;"muur plakker spijker kubusjes";"paddenstoel groeit erop"
"077078";"post";2;"kogel piramide";"kogel linkerkant"
"077078";"post";3;"cocktailglas";"fancy cocktailglas"
"077078";"post";4;"onderzeeer deur";"deur in onderzeeer"
"077078";"post";5;"uitlaten hanenkam neus staaf";"twee uitlaten"
"077078";"post";6;"neuspiercing plukje";"plukje en neuspiercing"
"077078";"post";7;"bankje cakevorm";"bankje met cakeblik"
"077078";"post";8;"doorboord boek handvaten";"boek door pierced achter"
"077078";"post";9;"steelpannetje lepel deksel";"afgerond voetje"
"077078";"post";10;"rare gieter";"gieter met klepje"
"077078";"post";11;"tandenborstel bakje";"bakje met tandenborstels"
"077078";"post";12;"pacman spijker zij tafeltje";"spijker in pacman"
"077078";"post";13;"paardenstaartjes plank eronder";"pippi langkous staartjes"
"077078";"post";14;"armpjes rechthoek bolletje";"balk voor beker"
"077078";"post";15;"glitch plankje slurf";"glitch door vierkant"
"077078";"post";16;"staartje uitsteeksels kubusjes";"wormpje aan achterkant"
"081082";"pre";1;"paddestoel vierkant wolkenkrabbers";"bril op links"
"081082";"pre";2;"piramide wiel champagnefles";"piramide achter kopje"
"081082";"pre";3;"mannetje voetstuk twister";"kopje op spiraal"
"081082";"pre";4;"hoedje uitlaat forklift";"twee balkjes rechts"
"081082";"pre";5;"balk voetjes driehoek neus";"horizontaal balkje bovenop"
"081082";"pre";6;"neuspiercing voetsteun oortje";"neusring en staartje"
"081082";"pre";7;"tafel bakje pootjes";"afdakje twee poten"
"081082";"pre";8;"voet ruiten arm";"ruit achter kopje"
"081082";"pre";9;"kegeltje voetstuk cirkel";"neus naar links"
"081082";"pre";10;"lucifers afdak ondersteuning";"knuppel achter kopje"
"081082";"pre";11;"bolle neus oren";"bolletje aan voorkant"
"081082";"pre";12;"b toeter tafeltje";"projectie linksachter beamer"
"081082";"pre";13;"kraantjes oren ruitjes";"krul links rechts"
"081082";"pre";14;"balk bol armen";"verticale balk voorkant"
"081082";"pre";15;"cilinderachtige neus konijnenoren";"plaat door midden"
"081082";"pre";16;"worm kegels trap";"kolom boven linksvoor"
"081082";"post";1;"verrekijker paddestoel vlak";"links bril vierkant"
"081082";"post";2;"piramide champagnefles blok";"piramide bovenop"
"081082";"post";3;"trofee voetstuk spiraal";"trofee"
"081082";"post";4;"hoedje uitlaat balken";"hoedje balkjes rechts"
"081082";"post";5;"balk voetjes voorstuk";"horizontale balk bovenop"
"081082";"post";6;"neuspiercing korfbalpaal staartje";"neuspiercing"
"081082";"post";7;"tafeltje poten bakje";"tafeltje twee poten"
"081082";"post";8;"voetje vliegtuig staart neus";"vliegtuig achtervleugel ruit"
"081082";"post";9;"voetstukje cirkel cilinder";"ronde plaat achterkant"
"081082";"post";10;"lucifers honkbalknuppels afdakje";"horizontale knuppel"
"081082";"post";11;"konijntje bol oren";"konijntje bolletje voor"
"081082";"post";12;"beamer tafeltje koker";"beamer projectie"
"081082";"post";13;"vierkant spiraal oren kraantjes";"krullen links rechts"
"081082";"post";14;"balken knuffelaar bol armen";"balken knuffelaar"
"081082";"post";15;"doorgesneden vlak oortjes";"plaat doormidden"
"081082";"post";16;"kegels pijp wolkenkrabber";"uitlaat twee kegels"
"083084";"pre";1;"twee staven links";"vierkant aan zijkant"
"083084";"pre";2;"halve kegel boven";"puntig hoedje boven achterkant"
"083084";"pre";3;"beneden staaf driehoek";"gedraaide steel onderkant"
"083084";"pre";4;"twee liggende rechthoeken";"twee balkjes rechterkant"
"083084";"pre";5;"liggende rechthoek bovenop";"liggende balk bovenkant"
"083084";"pre";6;"staaf door neus";"steel door bol"
"083084";"pre";7;"tafel bak bovenin";"staat aan tafel"
"083084";"pre";8;"vierkant staaf bovenin";"twee hoekige stelen"
"083084";"pre";9;"lepel cirkel bovenin";"ronde schijf achterkant"
"083084";"pre";10;"staaf links rechts";"schuine plank achterkant"
"083084";"pre";11;"staaf rechthoek bovenin";"losse bol voorkant"
"083084";"pre";12;"links staaf tafelpoot";"rond tafeltje zijkant"
"083084";"pre";13;"midden cirkel staven";"geblokte stelen zijkanten"
"083084";"pre";14;"rechthoek verticaal beneden";"bol op bovenkant"
"083084";"pre";15;"plateau horizontaal midden";"vierkant om midden"
"083084";"pre";16;"staaf boven links";"een toren blok zijkant"
"083084";"post";1;"tv";"robot vierkant voor"
"083084";"post";2;"tent als neus";"tent als neus"
"083084";"post";3;"spring poppetje";"springen met vierkant"
"083084";"post";4;"twee staven rechts";"twee balkjes rechterkant"
"083084";"post";5;"rechthoekige staaf bovenop";"balkje op hoofd"
"083084";"post";6;"staaf door neus";"stang door neus"
"083084";"post";7;"tafel met blok";"tafeltje met bakje"
"083084";"post";8;"spekje";"spekje op hoofd"
"083084";"post";9;"verhoging";"plateautje"
"083084";"post";10;"peper en zout";"peper en zout"
"083084";"post";11;"sims teken";"sims tekentje"
"083084";"post";12;"dienblad en tafelpoot";"dienblad als neus"
"083084";"post";13;"drie kralen";"kraaltjes aan zijkanten"
"083084";"post";14;"verticale grote staaf";"balkje uitstekend beneden"
"083084";"post";15;"rokje";"rokje"
"083084";"post";16;"blokkendoos als neus";"blokkendoos als neus"
"087088";"pre";1;"vierkant voorop";"magnemite satelliet"
"087088";"pre";2;"driehoek op bovenkant";"robotje punthoofd blok neus"
"087088";"pre";3;"wijnglas met standaard";"vogeldrinkbak fontein"
"087088";"pre";4;"vijf uitsteeksels";"is teken staartje hoedje"
"087088";"pre";5;"balk op bovenkant";"bel vormige arm"
"087088";"pre";6;"paal door neus";"neus bot erdoorheen"
"087088";"pre";7;"hoofd met bril";"picknick tafel"
"087088";"pre";8;"lange neus";"pinokkio neus ruitvormige antenne"
"087088";"pre";9;"half rondje bovenkant";"draaiknop hendel voetstuk"
"087088";"pre";10;"twee rondjes";"dubbele hendel stuur"
"087088";"pre";11;"rondje rechtsmidden";"blob neus lange veer"
"087088";"pre";12;"rechts ronde schijf";"spijker platformpje rechts"
"087088";"pre";13;"staat op vierkant";"draaiknop vlechtjes"
"087088";"pre";14;"rondje op bovenkant";"balletje balanceren"
"087088";"pre";15;"vierkant om middel";"salueren hoelahoep"
"087088";"pre";16;"vier lange uitsteeksels";"hendel links uitlaatpijp"
"087088";"post";1;"vierkant aan voorkant";"vierkant vlak armpjes"
"087088";"post";2;"wiel onderaan";"robotje punthoofd blok neus"
"087088";"post";3;"wijnglas";"fontein wijnglas"
"087088";"post";4;"is teken rechts";"is teken staartje"
"087088";"post";5;"staaf op bovenkant";"balk bovenop belvormige armpjes"
"087088";"post";6;"staaf door neus";"inboorling balk door neus"
"087088";"post";7;"picknicktafel";"picknicktafel"
"087088";"post";8;"ruit achterop";"ruit in achterhoofd"
"087088";"post";9;"smal voetstuk";"halve uitstekende cirkel"
"087088";"post";10;"scherm aan achterkant";"stuur hendels scherm"
"087088";"post";11;"verf kwastje en staaf";"neus kwastje balkje"
"087088";"post";12;"dienblad rechts";"dienblad spijker"
"087088";"post";13;"op vierkanten voetstuk";"groot platform"
"087088";"post";14;"rondje bovenop";"pilaar bal bovenop"
"087088";"post";15;"vierkant om middel";"hoelahoep"
"087088";"post";16;"vier uitsteeksels";"vier uitsteeksels groeiende vierkanten"
"089090";"pre";1;"vierkant gezicht";"groot vierkant oor"
"089090";"pre";2;"feesthoedje";"piramide hoed"
"089090";"pre";3;"één been voet";"klein kubusje rechtsboven"
"089090";"pre";4;"feesthoedje zonder punt";"twee oren rechterkant"
"089090";"pre";5;"omgedraaide beker oren";"minste uitsteeksels"
"089090";"pre";6;"neuspiercing";"neus staaf erdoor"
"089090";"pre";7;"picknicktafel op hoofd";"omgekeerde halve piramide"
"089090";"pre";8;"pinokkio";"omgekeerde ram"
"089090";"pre";9;"rondje op achterhoofd";"pinokkio halve cirkel"
"089090";"pre";10;"twee verschillende armen";"twee uitsteeksels rondjes"
"089090";"pre";11;"alleen bolle neus";"ronde neus"
"089090";"pre";12;"beamer";"uitstekend oor linkerkant"
"089090";"pre";13;"diamanten oren";"drie kraaltjes oren"
"089090";"pre";14;"verticale neus";"bolletje boven hoofd"
"089090";"pre";15;"slurfje";"hoed met pijp"
"089090";"pre";16;"twee kegels snavel";"uitstekende kubus rechts"
"089090";"post";1;"vierkant op gezicht";"robot"
"089090";"post";2;"feesthoedje op hoofd";"feesthoed grote snavel"
"089090";"post";3;"één been";"flamingo"
"089090";"post";4;"lijkt op stekker";"stekker"
"089090";"post";5;"balk op hoofd";"balkje schepje"
"089090";"post";6;"neuspiercing";"neuspiercing"
"089090";"post";7;"picknicktafel op hoofd";"picknicktafel"
"089090";"post";8;"twee ruiten hoofd";"twee ruitjes vierkantjes"
"089090";"post";9;"links kijkende pinokkio";"pinokkio met cirkel"
"089090";"post";10;"twee knots armen";"lange korte arm"
"089090";"post";11;"alleen ronde neus";"omgekeerde kegel balk"
"089090";"post";12;"rond dienblad";"dakraam"
"089090";"post";13;"diamanten uit oren";"diamantjes"
"089090";"post";14;"verticale neus";"oma olifant knotje"
"089090";"post";15;"slurf en tutu";"olifant tutu"
"089090";"post";16;"omgekeerde snavel";"vogel omgekeerde snavel"
"093094";"pre";1;"schroef bovenkant vierkant";"vierkant voorkant"
"093094";"pre";2;"puntig hoedje";"driehoek bovenop"
"093094";"pre";3;"langste object voet";"gedraaide staaf onder"
"093094";"pre";4;"is teken zijkant";"twee strepen rechts"
"093094";"pre";5;"compact zonder uitsteeksels";"langwerpige balk boven"
"093094";"pre";6;"schroef door bolletje";"neus met piercing"
"093094";"pre";7;"railing zijkant piramide";"soort tafel erom"
"093094";"pre";8;"lichaam gebogen voet";"kromme staaf onder"
"093094";"pre";9;"langwerpig verhoogd platform";"rondje achter"
"093094";"pre";10;"armen schuin dak";"soort gieter"
"093094";"pre";11;"rond bolletje zijkant";"bolle neus"
"093094";"pre";12;"spijker in arm";"rond platform rechts"
"093094";"pre";13;"object op platform";"zes uitstekende bolletjes"
"093094";"pre";14;"poppetje balk zijkant";"bolletje bovenop"
"093094";"pre";15;"twee streepjes bovenkant";"lange neus vierkantje"
"093094";"pre";16;"twee ronde jongleer stokken";"langwerpige punt boven"
"093094";"post";1;"schroef in hoofd";"schroef bovenop"
"093094";"post";2;"verjaardags hoedje met punt";"feesthoedje"
"093094";"post";3;"poppetje gekromde benen";"draaiende balk"
"093094";"post";4;"half verjaardags hoedje";"afgesneden punthoedje"
"093094";"post";5;"balk bovenop hamer";"moeilijke balk boven"
"093094";"post";6;"neuspiercing";"neuspiercing"
"093094";"post";7;"spoiler tafel";"tafel spoiler"
"093094";"post";8;"mijn favoriet";"ruitje oren bovenop"
"093094";"post";9;"ronde pilaar cirkel";"blok onder"
"093094";"post";10;"diploma hoedje";"gieter afstudeer hoedje"
